Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
347,6,Myrl Bechtelar MD,Mr,Male,1,Married,24,1993-12-08,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1965
348,33,Francis Mraz,Mr,Male,1,Married,24,1995-03-14,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1973
349,53,Mr Emmet Blick Jr,Mr,Male,1,Married,23,1988-01-27,6/28/2021,Inactive,6/28/2021,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974
351,77,Mr Nelson Braun PhD,Ms,Female,4,Married,40,1999-10-01,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Permanant,Catholic,Purchasing Officer,1974
352,88,Maximillian Hand,Mr,Male,1,Married,7,2001-01-26,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1980
353,155,Zena Nicolas,Mr,Male,1,Married,22,2003-09-29,\N,Inactive,8/31/2020,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1962
354,181,Coralie Bernhard,Mr,Male,1,Married,22,2003-11-10,0000-00-00,Active,0000-00-00,945,\N,Staff,Permanant,Buddhist,Technical Officer,1969
355,192,Josh Roob,Mr,Male,1,Married,126,2004-02-16,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Project Coordinator ,1981
356,283,Ernest Upton,Miss,Female,1,Single,23,2005-06-01,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974
359,529,Sydney Oberbrunner,Mr,Male,1,Married,41,2006-07-01,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Permanant,Buddhist,Electrician,1967
360,573,Angeline Yundt,Mr,Male,1,Married,42,2006-08-29,5/5/2021,Inactive,5/5/2021,\N,\N,Management,Permanant,Buddhist,Transport Officer,1976
361,596,Prof Karlie Bauch III,Mr,Male,3,Single,7,2006-11-01,0000-00-00,Active,0000-00-00,\N,\N,Staff,Permanant,Hindu,Store Keeper,1986
363,691,Leonel Romaguera,Mr,Male,1,Married,24,2007-05-25,5/23/2021,Inactive,5/23/2021,\N,\N,Staff,Permanant,Buddhist,Driver,1975
365,759,Sidney Macejkovic,Mr,Male,1,Married,43,2007-11-12,\N,Inactive,9/10/2020,\N,\N,Staff,Permanant,Buddhist,Operator - JCB,1984
366,900,Prof Jerod Pfeffer,Mr,Male,1,Married,44,2008-11-15,0000-00-00,Inactive,5/21/2020,\N,\N,Staff,Permanant,Buddhist,Driver - Boom,1973
371,1084,Ignatius Volkman DDS,Miss,Female,1,Single,45,2010-08-02,4/30/2021,Inactive,4/30/2021,\N,\N,Management,Contarct Basis,Buddhist,Construction Manager,1963
372,1086,Doyle Hettinger,Mr,Male,1,Married,46,2010-08-05,\N,Inactive,9/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1981
373,1093,Izaiah Berge,Mr,Male,1,Married,35,2010-10-26,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990
376,1154,Prof Arden Jacobs III,Mr,Male,1,Married,7,2011-03-24,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961
377,1275,Shaylee Schroeder III,Mr,Male,5,Single,48,2011-11-03,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Draughtsman,1982
378,1290,Raymond Bogan,Mr,Male,1,Married,33,2011-11-21,\N,Inactive,7/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1965
379,1329,Kayden Rice,Mr,Male,1,Single,27,2012-01-25,\N,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991
380,1336,Macey Simonis,Mr,Male,1,Married,24,2012-01-29,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1978
381,1373,Jayde Witting,Mr,Male,5,Married,22,2012-03-17,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Technical Officer,1982
383,1405,Sylvan Gislason,Mr,Male,1,Married,24,2012-05-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
384,1425,Dr Kennedy Ryan MD,Mr,Male,1,Married,8,2012-06-05,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1989
385,1472,Tillman Greenfelder,Mr,Male,1,Married,49,2012-07-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1986
388,1573,Hanna Wyman,Mr,Male,1,Married,22,2012-11-18,\N,Inactive,3/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989
389,1587,Tessie Fadel,Mr,Male,1,Married,24,2012-12-14,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
391,1610,Orval Hessel,Mr,Male,1,Married,37,2013-01-24,\N,Inactive,11/14/2019,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1960
392,1620,Katelin Thompson,Mr,Male,5,Married,22,2013-02-05,\N,Active,\N,2709,\N,Staff,Contarct Basis,Muslim,Technical Officer,1989
393,1653,Savanna Spinka,Mr,Male,5,Married,6,2013-04-01,\N,Active,\N,393,\N,Staff,Contarct Basis,Muslim,Project Manager,1965
394,1730,Carley Bogisich,Mr,Male,1,Married,46,2013-06-27,12/17/2021,Inactive,12/17/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1993
396,1769,Jaquelin Block,Mr,Male,1,Single,67,2013-08-21,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Loader,1993
399,1870,Garland Feeney,Mr,Male,3,Married,27,2014-01-28,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1989
400,1872,Elody Waelchi,Mr,Male,3,Single,27,2014-01-24,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1988
401,1888,Nola Grant,Mr,Male,1,Married,7,2014-02-25,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1972
402,1900,Macie Kuvalis,Mr,Male,1,Single,24,2014-02-22,0000-00-00,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
403,2009,Julie Osinski,Mr,Male,1,Married,43,2014-05-03,\N,Inactive,8/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1992
404,2026,Jody Stokes,Mr,Male,1,Single,36,2014-06-04,0000-00-00,Active,0000-00-00,673,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1987
405,2034,Scottie Ratke,Mr,Male,1,Married,27,2014-06-09,0000-00-00,Inactive,12/5/2019,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991
407,2151,Braulio Pagac IV,Mr,Male,3,Single,8,2014-09-17,0000-00-00,Inactive,6/22/2020,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1990
408,2186,Jon Kuhn,Mr,Male,1,Single,8,2014-10-01,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
410,2284,Ally Nikolaus,Mr,Male,1,Single,52,2015-02-05,5/30/2021,Inactive,5/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Moter Mechanic,1995
411,2301,Jesus Dietrich Sr,Mr,Male,1,Married,24,2015-04-28,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1993
413,2313,Addie Purdy,Mr,Male,1,Single,35,2015-05-01,0000-00-00,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997
414,2333,Noelia Roberts DDS,Mr,Male,3,Single,54,2016-06-02,\N,Inactive,10/6/2020,\N,\N,Staff,Contarct Basis,Hindu,Lab Technician,1985
415,2334,Isabella Brakus,Mr,Male,4,Married,36,2015-06-01,7/25/2021,Inactive,7/25/2021,\N,\N,Staff,Contarct Basis,Catholic,Engineer Assistant,1982
416,2337,Bo Schaefer I,Mr,Male,3,Married,27,2015-06-01,3/25/2021,Inactive,3/25/2021,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1986
419,2421,Ms Jany Lemke,Mr,Male,1,Married,22,2015-08-24,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
420,2426,Dr Kieran Bradtke IV,Mr,Male,1,Married,24,2015-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
421,2481,Marcos Kemmer MD,Mr,Male,1,Single,24,2016-01-02,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1997
422,2488,Burley Willms,Ms,Female,1,Married,8,2016-02-05,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1981
423,2512,Kaley Ankunding MD,Mr,Male,1,Single,57,2016-05-12,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver - Truck Mixture,1987
424,2513,Rogers Conroy,Mr,Male,1,Single,24,2016-05-26,\N,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1988
425,2647,Alison Price V,Mr,Male,1,Married,38,2016-08-15,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965
426,50028,Thea Gaylord,Mr,Male,1,Married,58,2020-07-03,10/26/2021,Inactive,10/26/2021,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962
427,2680,Laron Turcotte,Ms,Female,1,Married,48,2016-09-15,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1980
431,2750,Miss Ashley Spinka IV,Mr,Male,1,Married,62,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,S/Skill,1947
433,2765,Prof Damaris Kemmer DDS,Mr,Male,1,Married,63,2016-11-01,9/27/2022,Inactive,9/27/2022,\N,\N,Staff,Contarct Basis,Buddhist,Junior Quantity Surveyor,1993
434,2774,Corene Weber DDS,Mr,Male,1,Married,64,2016-11-28,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1972
435,2807,Madisyn Raynor,Mr,Male,1,Single,22,2016-12-15,\N,Active,\N,1834,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
436,2811,Prof Bridgette Gerlach DVM,Mr,Male,3,Married,27,2016-12-15,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1981
437,2812,Prof Elian Roberts MD,Mr,Male,1,Married,8,2016-12-19,12/22/2021,Inactive,12/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1991
438,2845,Giovanna Turner,Mr,Male,1,Single,59,2017-01-16,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1991
440,2850,Ricky Hintz,Mr,Male,1,Single,113,2017-01-10,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1981
443,2911,Jaunita Senger,Miss,Female,1,Single,59,2017-01-30,8/20/2021,Inactive,8/20/2021,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1989
444,2913,Buddy Kunze,Mr,Male,1,Married,6,2017-02-16,\N,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1966
446,2936,Lavon Stokes,Mr,Male,1,Married,31,2019-01-01,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955
448,2938,Prof Bridget Johnson II,Mr,Male,1,Married,31,2019-01-01,12/10/2020,Inactive,12/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
450,188003,Mrs Eliza O'Kon I,Mr,Male,1,Married,31,2020-12-03,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
451,2954,Ms Evelyn Farrell IV,Mr,Male,1,Single,22,2017-03-01,\N,Inactive,2/29/2020,\N,\N,Management,Contarct Basis,Buddhist,Technical Officer,1985
453,2973,Miss Amaya Bogisich III,Mr,Male,1,Married,7,2017-03-23,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961
455,2975,Madisyn Huel,Mr,Male,3,Single,49,2017-03-27,2/19/2022,Inactive,2/19/2022,1333,\N,Staff,Contarct Basis,Hindu,Junior Technical Officer,1987
456,2984,Aurelie Green,Mr,Male,1,Married,30,2019-01-01,0000-00-00,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966
457,4994,Saul Marquardt,Mr,Male,1,Married,31,2020-06-01,\N,Inactive,9/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967
460,199020,Monica Wunsch,Mr,Male,1,Married,30,2020-03-01,0000-00-00,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1955
461,3009,Miss Chelsie Heidenreich,Mr,Male,1,Married,1,2019-01-01,0000-00-00,Inactive,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1979
466,3037,Geovanny Gaylord,Mr,Male,1,Married,31,2019-01-01,5/31/2022,Inactive,5/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
468,3041,Johnny Price,Mr,Male,3,Married,31,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1982
471,5270,Miss Naomie Swaniawski II,Mr,Male,1,Single,1,2021-04-01,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1992
475,3178,Mr Roel Monahan V,Mr,Male,1,Married,31,2019-01-01,11/28/2020,Inactive,11/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959
476,3193,Amanda Keebler,Mr,Male,5,Married,22,2017-04-03,11/27/2021,Inactive,11/27/2021,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985
478,3216,Anne Abbott III,Ms,Female,1,Married,70,2017-05-15,0000-00-00,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1992
480,3222,Alfred Turner,Mr,Male,3,Single,69,2017-07-06,0000-00-00,Inactive,4/3/2020,\N,\N,Staff,Contarct Basis,Hindu,Site Supervisor,1989
481,3223,Lawrence Hane,Miss,Female,1,Single,59,2017-06-05,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1984
482,3229,Kenyatta Rempel,Mr,Male,1,Married,22,2017-06-19,5/23/2021,Inactive,5/23/2021,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
486,5169,Prof Avery Volkman,Mr,Male,1,Married,1,2021-02-01,5/4/2022,Inactive,5/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1986
487,3256,Kathleen Denesik,Mr,Male,1,Married,124,2019-01-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1992
490,3295,Dr Nat Adams,Mr,Male,3,Single,31,2019-01-01,0000-00-00,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995
495,3335,Ludwig Stamm,Mr,Male,1,Married,29,2019-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1957
496,3351,Emie Conroy,Mr,Male,1,Married,22,2017-07-01,0000-00-00,Active,0000-00-00,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
501,190015,Piper Dooley,Mr,Male,1,Married,31,2020-12-07,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
504,3440,Miss Greta Langosh,Mr,Male,3,Married,31,2019-01-01,3/2/2021,Inactive,3/2/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1991
505,3451,Gertrude Leannon,Mr,Male,1,Married,37,2017-08-28,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1959
508,3533,Dr Bernice Feil,Mr,Male,1,Single,24,2017-09-09,0000-00-00,Inactive,5/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992
509,3536,Ewell Koch,Ms,Female,3,Married,8,2017-09-15,\N,Inactive,3/13/2020,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993
510,3537,Cristobal Wilkinson,Mr,Male,3,Single,8,2017-09-15,2/10/2022,Inactive,2/10/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1991
512,3545,Mason Ryan,Mr,Male,1,Single,24,2017-10-02,0000-00-00,Inactive,6/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
514,3553,Shea Terry MD,Miss,Female,1,Single,65,2017-11-01,1/18/2021,Inactive,1/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Design Engineer,1994
515,3621,Virginia Stokes,Mr,Male,1,Single,8,2017-12-22,\N,Inactive,10/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
516,3632,Dante Ledner,Mr,Male,1,Single,72,2018-01-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,IT Executive,1990
517,3633,Mrs Betty West Sr,Miss,Female,1,Single,8,2018-01-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993
520,3665,Willa Kunde,Mr,Male,1,Married,1,2019-01-01,0000-00-00,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1985
521,3679,Dr Jaden Conn,Mr,Male,1,Married,1,2019-01-01,11/30/2020,Inactive,11/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1985
523,3702,Hallie Parker,Ms,Female,1,Married,31,2019-01-01,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
532,5043,Andreanne Roberts,Mr,Male,1,Married,1,2019-01-09,0000-00-00,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1994
534,3809,Tania Bode,Mr,Male,3,Single,31,2019-01-01,1/12/2022,Inactive,1/12/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1997
536,3826,Prof Paris Homenick,Mr,Male,5,Single,69,2018-02-16,0000-00-00,Inactive,2/28/2021,\N,\N,Staff,Contarct Basis,Muslim,Site Supervisor,1997
537,3830,Hope Ward,Mr,Male,1,Single,107,2018-02-22,\N,Active,\N,1333,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1991
538,3877,Mr Bartholome Hintz,Mr,Male,5,Single,27,2018-04-18,\N,Inactive,8/11/2020,\N,\N,Staff,Contarct Basis,Muslim,Supervisor,1994
539,3879,Mr Archibald Abshire,Mr,Male,1,Single,43,2018-04-20,0000-00-00,Inactive,5/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1993
540,4888,Leilani Nikolaus,Miss,Female,1,Single,88,2019-10-02,0000-00-00,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1995
541,4901,Carmen Dickinson,Miss,Female,1,Single,111,2019-10-22,\N,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1994
545,4686,Brenden Hartmann IV,Mr,Male,1,Single,89,2019-04-22,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1990
546,4759,Terrence Lehner,Mr,Male,1,Married,97,2019-06-06,\N,Inactive,6/19/2020,\N,\N,Management,Contarct Basis,Buddhist,Foreman,1978
549,199055,Darius Zulauf,Mr,Male,1,Single,101,2020-12-05,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Excavator Operator,2001
550,4882,Dr Adrien Beahan,Mr,Male,1,Married,24,2019-09-01,12/31/2022,Inactive,12/27/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1973
551,4889,Ilene Goyette,Miss,Female,1,Single,175,2019-10-14,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Supervisor,1984
553,4902,Odessa Crist Sr,Mr,Male,1,Single,17,2019-10-25,0000-00-00,Inactive,3/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1996
554,4132,Prof Jacynthe Kulas,Mr,Male,1,Single,78,2018-07-19,\N,Inactive,7/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1992
556,4353,Mr Scottie Streich,Mr,Male,1,Married,193,2018-11-01,7/20/2022,Inactive,7/20/2022,\N,\N,Management,Contarct Basis,Buddhist,Manager Finance & Operations,1969
557,4352,Myles Monahan MD,Mr,Male,1,Married,127,2018-11-01,0000-00-00,Active,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Chief Operating Officer,1972
558,4354,Miss Clotilde Braun III,Mr,Male,1,Married,110,2018-11-01,0000-00-00,Active,0000-00-00,\N,\N,Management,Contarct Basis,Buddhist,Chief Executive Officer,1974
560,4426,Quinn Hansen,Mr,Male,1,Single,79,2018-12-18,0000-00-00,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Helper - Lorry,1995
561,4429,Audrey Tromp,Ms,Female,1,Married,84,2019-01-21,\N,Inactive,12/4/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1992
562,4639,Javon Zulauf,Mr,Male,1,Single,88,2019-03-11,12/5/2020,Inactive,12/5/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1998
563,4641,Miss Alta Sipes MD,Mr,Male,1,Single,88,2019-03-11,0000-00-00,Inactive,6/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997
565,4713,Dr Lynn Gleason III,Mr,Male,1,Single,113,2019-05-15,9/18/2021,Inactive,9/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1995
569,4728,Alek Moore,Mr,Male,1,Married,45,2019-06-03,9/20/2021,Inactive,9/20/2021,569,\N,Management,Contarct Basis,Buddhist,Construction Manager,1966
570,4769,Dr Donny Ryan III,Mr,Male,4,Single,98,2019-06-12,0000-00-00,Inactive,10/28/2020,\N,\N,Staff,Contarct Basis,Catholic,Store Executive,1985
572,4824,Dr Dennis Bosco,Ms,Female,1,Married,84,2019-08-05,2/28/2021,Inactive,2/28/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1990
573,4835,Manuel Bechtelar,Mr,Male,1,Single,24,2019-09-05,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992
574,4913,Dr Torey Gibson,Ms,Female,1,Married,104,2019-11-01,\N,Inactive,6/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,Accountant,1983
576,5017,Maiya Bernier,Miss,Female,1,Single,143,2020-08-01,0000-00-00,Inactive,12/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1999
582,71,Miss Burdette Kunze DDS,Mr,Male,1,Married,22,1999-07-12,0000-00-00,Active,0000-00-00,624,\N,Staff,Permanant,Buddhist,Technical Officer,1965
583,159,Willa Bruen Jr,Mr,Male,1,Married,7,2003-09-29,0000-00-00,Active,0000-00-00,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1981
584,4836,Prof Johanna Bednar,Mr,Male,1,Married,36,2019-08-10,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1988
585,4837,Mr Erin Marquardt II,Mr,Male,1,Married,8,2019-08-05,0000-00-00,Inactive,8/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
586,4841,Mariam Carter DVM,Mr,Male,1,Married,22,2019-08-01,\N,Inactive,6/13/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990
589,4845,Alison Graham,Mr,Male,1,Married,36,2019-08-01,0000-00-00,Inactive,11/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1961
590,4846,Haleigh McCullough,Mr,Male,5,Single,22,2019-08-01,0000-00-00,Inactive,12/31/2019,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1984
591,4847,Kelsi Effertz,Mr,Male,1,Single,22,2019-08-01,0000-00-00,Inactive,12/14/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1995
592,4848,Prof Cleta Hackett Jr,Mr,Male,1,Single,22,2019-08-15,0000-00-00,Inactive,1/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
594,4853,Sophie Turner,Mr,Male,1,Single,22,2019-08-02,0000-00-00,Inactive,12/7/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1992
595,4854,Joaquin Wisozk,Mr,Male,1,Married,27,2019-08-01,\N,Inactive,11/30/2019,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993
596,4855,Deontae Zemlak,Mr,Male,1,Single,22,2019-08-22,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
597,4932,Jeanie McLaughlin,Miss,Female,1,Single,157,2019-12-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Business Analyst,1988
599,4941,Donnell Walsh,Mr,Male,1,Married,22,2020-01-13,\N,Inactive,6/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1961
601,4943,Luna Harris DDS,Miss,Female,1,Single,48,2020-01-27,11/26/2021,Inactive,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1996
603,4938,Prof Delores Barrows,Mr,Male,3,Single,22,2020-01-06,0000-00-00,Inactive,1/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1993
604,4939,Prof Torey DuBuque,Mr,Male,1,Married,33,2020-01-13,7/30/2021,Inactive,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981
605,4927,Stella Aufderhar,Mr,Male,1,Married,6,2019-12-02,0000-00-00,Inactive,9/18/2020,605,\N,Staff,Contarct Basis,Buddhist,Project Manager,1984
606,4929,Prof Kameron Murphy Sr,Mr,Male,1,Married,7,2019-12-04,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1996
607,4930,Alessandra Hermann,Miss,Female,1,Single,89,2019-12-04,5/3/2021,Inactive,5/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993
608,4931,Stone Hyatt I,Mr,Male,3,Single,22,2019-12-10,3/14/2021,Inactive,2/14/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1994
609,4933,Ms Wilma Lowe,Ms,Female,1,Married,84,2019-12-26,\N,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1986
610,4934,Dr Sigmund Bartell,Mr,Male,3,Married,9,2019-12-30,9/12/2022,Inactive,9/12/2022,\N,\N,Staff,Contarct Basis,Hindu,Assistance QS,1995
611,4935,Corene Hyatt Sr,Mr,Male,1,Married,27,2019-12-30,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1971
614,4817,Laurence Hamill,Mr,Male,1,Married,7,2019-07-01,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1946
